"","Operating.System","Connection.State","Ingress.Router","Assembled.Payload.Size","DYNRiskA.Score","Response.Size","Source.Ping.Time","Connection.Rate","Server.Response.Packet.Time","Packet.Size","Packet.TTL","Source.IP.Concurrent.Connection","Class"
"205033","Android","ESTABLISHED","syd-tls-04",67988,0.622608755,492262,225,759.5352527,134,1366,63,25,"NonMal"
"330101","Windows","ESTABLISHED","syd-tls-04",75122,0.565835478,516675,309,579.7149716,138,1358,59,24,"NonMal"
"413818","Android","ESTABLISHED","mel-aus-01",64826,0.679139344,507818,264,389.1617316,183,1375,62,23,"NonMal"
"484514","Android","ESTABLISHED","mel-aus-01",59305,0.475070851,398978,295,486.4731247,172,1353,53,18,"NonMal"
"453390","Windows","ESTABLISHED","syd-tls-04",64601,0.630367019,738127,255,730.8797477,154,1360,83,26,"NonMal"
"338282","Android","ESTABLISHED","syd-tls-04",68316,0.440052435,380783,331,412.9408231,169,1299,69,20,"NonMal"
"362816","Windows","ESTABLISHED","syd-tls-04",63652,0.552947165,312203,326,699.0522433,171,1352,69,31,"NonMal"
"414459","Others","ESTABLISHED","mel-aus-01",66864,0.273708262,523328,318,761.7310855,188,1358,72,19,"NonMal"
"285994","Android","ESTABLISHED","syd-tls-04",70029,0.63573778,502199,338,995.7558209,138,1353,58,26,"NonMal"
"299734","Windows","ESTABLISHED","mel-aus-01",60965,0.731103681,706021,254,547.0327368,166,1299,72,23,"NonMal"
"314102","Windows","ESTABLISHED","mel-aus-01",60641,0.540733772,501743,259,12.64009366,194,1355,61,20,"NonMal"
"25920","Others","ESTABLISHED","syd-tls-04",64253,0.348589173,424371,232,558.6986212,126,1345,71,16,"NonMal"
"157526","Windows","ESTABLISHED","mel-aus-01",57154,0.755717482,494746,249,511.5989139,173,1379,74,24,"NonMal"
"269271","Android","ESTABLISHED","mel-aus-01",59432,0.599017604,299413,262,122.971496,108,1382,54,13,"NonMal"
"80999","Android","ESTABLISHED","syd-tls-04",64733,0.722192687,526696,301,172.7139077,203,1363,70,22,"NonMal"
"220531","Windows","ESTABLISHED","syd-tls-04",70267,0.272346569,349874,169,787.8733241,109,1347,75,16,"NonMal"
"331220","Android","ESTABLISHED","mel-aus-01",69867,0.681988773,611211,297,577.3775089,132,1377,56,23,"NonMal"
"235996","Android","ESTABLISHED","syd-tls-04",57312,0.703520634,485755,279,417.6960075,203,1377,31,26,"NonMal"
"442437","Android","ESTABLISHED","mel-aus-01",58509,0.548909127,354739,194,134.0742934,158,1315,80,17,"NonMal"
"326122","Windows","ESTABLISHED","syd-tls-04",66931,0.308811729,434018,241,797.4425767,156,1384,59,17,"NonMal"
"39792","Windows","ESTABLISHED","syd-tls-04",71692,0.445734514,485936,263,164.3267956,163,1342,67,21,"NonMal"
"214014","Android","ESTABLISHED","syd-tls-04",69320,0.597275981,503832,199,594.8121965,139,1363,57,25,"NonMal"
"230483","Android","ESTABLISHED","mel-aus-01",62112,0.64387571,385171,243,536.6050966,184,1321,75,25,"NonMal"
"369567","Android","ESTABLISHED","syd-tls-04",62112,0.433769312,505176,346,519.7889346,171,1365,57,16,"NonMal"
"398333","Android","ESTABLISHED","mel-aus-01",58966,0.411910165,611542,315,465.8106987,110,1350,49,15,"NonMal"
"281451","Windows","ESTABLISHED","mel-aus-01",48628,0.782645103,572367,220,593.3007565,171,1339,76,27,"NonMal"
"392532","Android","ESTABLISHED","mel-aus-01",55448,0.781176035,471569,221,567.9394337,181,1365,66,23,"NonMal"
"260957","Windows","ESTABLISHED","syd-tls-04",63431,0.341513985,580291,267,659.5220117,153,1355,45,18,"NonMal"
"228708","Android","ESTABLISHED","syd-tls-04",57644,0.435075546,542980,229,618.8883596,157,1388,64,16,"NonMal"
"239055","Android","ESTABLISHED","mel-aus-01",64151,0.681444123,619314,246,482.669155,145,1340,68,23,"NonMal"
"436985","Windows","ESTABLISHED","mel-aus-01",70582,0.455993375,538505,288,64.41868845,164,1354,72,20,"NonMal"
"441954","Others","ESTABLISHED","syd-tls-04",59201,0.755250909,509865,201,719.6809634,150,1313,71,24,"NonMal"
"337363","Windows","ESTABLISHED","mel-aus-01",65858,0.50536569,623785,283,107.8253228,199,1359,82,20,"NonMal"
"139099","Android","ESTABLISHED","mel-aus-01",63049,0.497226131,365669,209,177.8083631,161,1363,55,17,"NonMal"
"129542","Android","ESTABLISHED","syd-tls-04",54252,0.716618971,428809,187,767.5665561,199,1324,58,28,"NonMal"
"92683","Windows","ESTABLISHED","mel-aus-01",48676,0.780289275,473646,261,248.217437,183,1397,61,25,"NonMal"
"140651","Others","ESTABLISHED","mel-aus-01",63529,0.525868049,577287,369,31.81235459,171,1368,49,19,"NonMal"
"61063","Android","ESTABLISHED","mel-aus-01",61425,0.552311901,493781,246,201.3753018,207,1343,58,21,"NonMal"
"333699","Android","ESTABLISHED","syd-tls-04",47780,0.5583358,317535,229,339.3138242,172,1410,67,13,"NonMal"
"106909","Windows","ESTABLISHED","mel-aus-01",78769,0.506762479,531201,209,17.15390254,167,1270,60,23,"NonMal"
"62027","Windows","ESTABLISHED","mel-aus-01",60103,0.514866961,472449,263,272.1881354,183,1375,67,18,"NonMal"
"33418","Others","ESTABLISHED","mel-aus-01",59623,0.628828235,656066,309,550.4434797,183,1333,78,29,"NonMal"
"325508","Windows","ESTABLISHED","syd-tls-04",57100,0.623550835,475632,245,603.4259113,194,1344,73,29,"NonMal"
"284376","Windows","ESTABLISHED","syd-tls-04",47664,0.78713306,715147,250,756.5274113,154,1381,62,28,"NonMal"
"45892","Windows","ESTABLISHED","syd-tls-04",66170,0.402849992,399424,270,567.9439025,134,1396,71,16,"NonMal"
"148619","Android","ESTABLISHED","mel-aus-01",62096,0.506122551,497829,206,338.6654054,152,1379,77,17,"NonMal"
"310590","Android","ESTABLISHED","mel-aus-01",64636,0.279927277,469650,188,836.8808656,133,1406,49,16,"NonMal"
"433621","Others","ESTABLISHED","syd-tls-04",69189,0.657040158,527435,239,649.2303282,184,1361,71,23,"NonMal"
"228725","Android","Others","mel-aus-01",63033,0.571404882,639020,290,627.1765851,233,1345,50,31,"NonMal"
"369226","Windows","ESTABLISHED","mel-aus-01",64293,0.40436778,504235,198,367.1837668,166,1312,64,19,"NonMal"
"360846","Android","ESTABLISHED","syd-tls-04",63854,0.46453633,544967,342,342.1734679,150,1356,78,18,"NonMal"
"314062","Others","ESTABLISHED","mel-aus-01",59245,0.340514854,533418,334,733.7614109,187,1321,68,16,"NonMal"
"372985","Others","Others","mel-aus-01",56027,0.662364224,406060,201,879.5254908,164,1267,86,29,"NonMal"
"56824","Others","ESTABLISHED","mel-aus-01",55548,0.684109463,422198,197,608.721674,183,1358,66,27,"NonMal"
"444864","Android","ESTABLISHED","syd-tls-04",67306,0.699895523,535474,275,599.7625755,113,1317,53,21,"NonMal"
"255417","Android","ESTABLISHED","mel-aus-01",59971,0.61693175,467017,354,437.28665,198,1346,39,29,"NonMal"
"72104","Android","ESTABLISHED","syd-tls-04",72775,0.606637096,379114,251,542.1669191,159,1337,56,24,"NonMal"
"173207","Windows","ESTABLISHED","syd-tls-04",61711,0.745032307,703363,219,524.4382509,151,1310,79,23,"NonMal"
"449703","Windows","ESTABLISHED","mel-aus-01",64037,0.679248662,522956,246,262.1660493,199,1269,65,24,"NonMal"
"548","Android","ESTABLISHED","syd-tls-04",60517,0.622201045,497662,326,496.7660285,194,1371,66,25,"NonMal"
"226810","Android","ESTABLISHED","mel-aus-01",67500,0.637294097,553562,298,462.9268755,197,1353,54,24,"NonMal"
"185910","Android","ESTABLISHED","mel-aus-01",48080,0.80242519,742927,285,766.9287309,160,1380,43,25,"NonMal"
"291533","Android","ESTABLISHED","mel-aus-01",55009,0.433510204,394470,259,495.7407186,144,1382,67,14,"NonMal"
"106739","Android","ESTABLISHED","mel-aus-01",53508,0.695770897,455346,325,895.8179317,122,1308,59,31,"NonMal"
"403575","Android","Others","mel-aus-01",67502,0.596354071,580429,260,900.4542231,148,1356,66,27,"NonMal"
"101803","Windows","ESTABLISHED","syd-tls-04",59178,0.542676829,321004,241,25.35092754,151,1347,45,18,"NonMal"
"241487","Android","ESTABLISHED","syd-tls-04",59821,0.677187699,355205,351,780.1558821,170,1383,61,29,"NonMal"
"115452","Windows","ESTABLISHED","syd-tls-04",64814,0.320489762,414421,203,932.1777474,139,1358,58,14,"NonMal"
"201666","Windows","ESTABLISHED","mel-aus-01",67823,0.526361359,585861,382,119.7306604,177,1318,62,21,"NonMal"
"30642","Android","ESTABLISHED","mel-aus-01",58830,0.63918282,683775,201,551.5987921,172,1339,56,28,"NonMal"
"224461","Android","Others","mel-aus-01",57037,0.531673962,498493,292,65.12247265,191,1357,49,18,"NonMal"
"452030","Windows","ESTABLISHED","mel-aus-01",61671,0.273937174,592974,284,1125.282758,104,1384,63,12,"NonMal"
"476331","Windows","ESTABLISHED","syd-tls-04",67269,0.40462241,654513,307,589.7902726,146,1322,79,17,"NonMal"
"236300","Windows","ESTABLISHED","mel-aus-01",50471,0.55941443,670412,308,308.0806312,125,1346,67,10,"NonMal"
"112907","Android","ESTABLISHED","syd-tls-04",53913,0.407232223,491110,347,753.9583449,166,1341,68,15,"NonMal"
"321112","Android","Others","mel-aus-01",69485,0.50691496,442947,267,894.8058964,206,1328,74,32,"NonMal"
"451594","Android","ESTABLISHED","mel-aus-01",64996,0.591529887,436438,289,616.9886052,180,1364,56,28,"NonMal"
"83839","Windows","ESTABLISHED","mel-aus-01",63220,0.506771413,418694,239,357.0223147,151,1304,67,16,"NonMal"
"87947","Windows","ESTABLISHED","syd-tls-04",57317,0.796364578,416648,304,732.4785637,170,1394,58,24,"NonMal"
"380350","Windows","ESTABLISHED","syd-tls-04",58220,0.457427653,443475,262,320.357622,87,1333,69,9,"NonMal"
"247583","Android","ESTABLISHED","mel-aus-01",63851,0.650940785,342555,201,725.4699346,146,1358,64,27,"NonMal"
"217606","Windows","ESTABLISHED","syd-tls-04",82239,0.617113359,326289,234,731.6639541,104,1378,61,19,"NonMal"
"45142","Android","ESTABLISHED","syd-tls-04",62683,0.623675666,426882,289,914.7434118,120,1374,73,28,"NonMal"
"323022","Windows","ESTABLISHED","syd-tls-04",56868,0.666958607,588515,219,54.71766027,205,1335,53,19,"NonMal"
"435155","Android","ESTABLISHED","syd-tls-04",62631,0.391379551,634450,276,619.132744,118,1393,65,15,"NonMal"
"182294","Android","ESTABLISHED","syd-tls-04",64995,0.632892404,293033,305,861.2541068,118,1345,68,26,"NonMal"
"225316","Windows","ESTABLISHED","mel-aus-01",66419,0.638949217,580222,379,578.6133045,191,1330,55,26,"NonMal"
"260184","Windows","ESTABLISHED","mel-aus-01",63768,0.717176643,513643,264,769.4879649,123,1297,59,25,"NonMal"
"365076","Android","ESTABLISHED","syd-tls-04",58344,0.614907302,613321,249,703.7737262,157,1390,53,29,"NonMal"
"397785","Others","ESTABLISHED","mel-aus-01",54376,0.530647097,391824,211,321.0694858,181,1353,56,16,"NonMal"
"222093","Windows","ESTABLISHED","mel-aus-01",56656,0.559509061,647629,274,661.9415859,189,1340,77,35,"NonMal"
"413547","Windows","ESTABLISHED","mel-aus-01",62956,0.412891674,481163,225,605.167408,174,1318,73,16,"NonMal"
"481145","Windows","ESTABLISHED","mel-aus-01",63387,0.714835344,550870,242,761.8343946,115,1307,61,24,"NonMal"
"281638","Android","Others","mel-aus-01",68752,0.557621196,754799,249,786.2566857,161,1303,58,28,"NonMal"
"255395","Android","ESTABLISHED","mel-aus-01",52829,0.711047701,637759,205,639.3920337,147,1255,75,27,"NonMal"
"451989","Others","Others","syd-tls-04",49123,0.389536479,572683,245,663.8710419,119,1326,54,11,"NonMal"
"182175","Windows","ESTABLISHED","mel-aus-01",70242,0.661292646,310653,308,488.4980184,190,1370,57,22,"NonMal"
"124769","Others","ESTABLISHED","mel-aus-01",70970,0.621479088,510178,161,578.040703,140,1313,84,24,"NonMal"
"449709","Android","ESTABLISHED","syd-tls-04",50028,0.699724302,541279,172,882.0143761,178,1319,63,31,"NonMal"
"473602","Windows","ESTABLISHED","syd-tls-04",50690,0.742994064,586484,314,717.3322393,154,1315,62,26,"NonMal"
"251164","Android","ESTABLISHED","syd-tls-04",42639,0.78645471,558011,313,543.9790547,156,1380,51,28,"NonMal"
"117403","Windows","ESTABLISHED","mel-aus-01",57391,0.712029414,632591,271,717.8279511,171,1305,58,27,"NonMal"
"18277","Windows","ESTABLISHED","mel-aus-01",54991,0.725318366,274230,225,990.6479139,124,1376,64,28,"NonMal"
"19231","Windows","ESTABLISHED","syd-tls-04",57498,0.44867173,482199,323,627.8919232,221,1313,59,18,"NonMal"
"368498","Android","ESTABLISHED","syd-tls-04",60582,0.484307358,385242,226,213.9817068,130,1362,72,15,"NonMal"
"321088","Windows","ESTABLISHED","mel-aus-01",56623,0.341195351,514139,260,1080.87866,127,1393,47,10,"NonMal"
"248349","Android","ESTABLISHED","mel-aus-01",67828,0.653973883,532284,232,556.1019556,146,1357,54,23,"NonMal"
"352521","Android","ESTABLISHED","mel-aus-01",79906,0.599274586,442738,268,403.5648079,197,1324,65,21,"NonMal"
"284372","Android","ESTABLISHED","syd-tls-04",66633,0.606762845,590822,266,779.1953998,142,1308,76,28,"NonMal"
"440952","Windows","Others","mel-aus-01",77105,0.551149805,420096,274,865.9136392,159,1392,50,26,"NonMal"
"99652","Windows","ESTABLISHED","syd-tls-04",56301,0.770937892,548542,310,487.3134858,156,1315,79,25,"NonMal"
"116297","Windows","ESTABLISHED","syd-tls-04",71293,0.64595848,584577,230,409.1641227,119,1361,82,23,"NonMal"
"224016","Others","ESTABLISHED","mel-aus-01",64590,0.477941076,448696,303,505.8904817,118,1330,76,15,"NonMal"
"373022","Android","ESTABLISHED","syd-tls-04",56202,0.515221658,470828,227,279.2681003,152,1445,57,16,"NonMal"
"17891","Others","ESTABLISHED","mel-aus-01",61636,0.479551507,551892,236,85.5447074,179,1373,63,20,"NonMal"
"104883","Android","ESTABLISHED","syd-tls-04",64185,0.437542985,443877,295,136.122297,189,1352,59,20,"NonMal"
"280803","Windows","ESTABLISHED","syd-tls-04",64362,0.713325701,539992,272,493.6383268,214,1374,62,24,"NonMal"
"352267","Android","Others","mel-aus-01",60231,0.620329497,404333,326,673.320342,223,1365,61,29,"NonMal"
"196033","Android","ESTABLISHED","syd-tls-04",58359,0.560567503,582211,161,250.6006261,152,1317,70,16,"NonMal"
"335721","Windows","ESTABLISHED","mel-aus-01",61124,0.68628129,459322,309,374.3257038,173,1344,56,24,"NonMal"
"283913","Windows","ESTABLISHED","syd-tls-04",70257,0.440281817,470877,254,285.2696574,218,1258,65,23,"NonMal"
"43570","Windows","ESTABLISHED","mel-aus-01",73392,0.580738038,578935,336,44.76462029,217,1329,67,25,"NonMal"
"440946","Android","ESTABLISHED","syd-tls-04",60347,0.526360632,450147,264,30.87432306,133,1365,65,16,"NonMal"
"239026","Android","ESTABLISHED","mel-aus-01",66659,0.715338394,657463,239,581.5421069,151,1398,67,21,"NonMal"
"206366","Android","ESTABLISHED","mel-aus-01",58649,0.706130083,547660,265,643.8677421,155,1407,65,25,"NonMal"
"198347","Others","ESTABLISHED","syd-tls-04",69393,0.662414282,546087,264,320.3459856,169,1344,60,20,"NonMal"
"236225","Android","ESTABLISHED","mel-aus-01",69101,0.233844174,514991,179,806.9688832,156,1386,74,19,"NonMal"
"232358","Android","ESTABLISHED","mel-aus-01",58862,0.344087682,434328,203,859.1581281,116,1340,61,11,"NonMal"
"22967","Windows","ESTABLISHED","mel-aus-01",60907,0.306545308,316137,172,790.5681618,165,1338,69,16,"NonMal"
"138516","Android","ESTABLISHED","syd-tls-04",59516,0.649188044,517042,308,789.7918019,160,1357,64,28,"NonMal"
"421016","Windows","ESTABLISHED","syd-tls-04",62644,0.388937033,386942,271,554.5791226,79,1367,57,12,"NonMal"
"104672","Android","ESTABLISHED","mel-aus-01",62796,0.63706229,419583,194,733.3252828,168,1352,71,27,"NonMal"
"199496","Windows","ESTABLISHED","syd-tls-04",52279,0.725219004,562698,261,744.0476816,134,1357,64,28,"NonMal"
"206473","Windows","ESTABLISHED","mel-aus-01",55080,0.732784227,480093,211,744.7208956,162,1330,66,27,"NonMal"
"37320","Android","ESTABLISHED","mel-aus-01",69235,0.633935637,535911,358,897.630643,114,1366,58,25,"NonMal"
"5904","Android","ESTABLISHED","mel-aus-01",68572,0.621610923,553344,250,787.4026973,141,1346,69,25,"NonMal"
"293733","Windows","Others","mel-aus-01",75407,0.502411262,581799,313,456.2173277,217,1378,62,23,"NonMal"
"299991","Windows","ESTABLISHED","mel-aus-01",58868,0.613417703,404080,282,82.81164959,171,1368,54,16,"NonMal"
"239640","Others","ESTABLISHED","syd-tls-04",63032,0.482931905,630509,236,233.0484019,188,1351,76,20,"NonMal"
"232102","Android","ESTABLISHED","mel-aus-01",69123,0.372680674,583499,301,762.9050843,159,1358,58,18,"NonMal"
"160817","Windows","ESTABLISHED","mel-aus-01",65024,0.539909718,426200,333,57.33349132,176,1326,62,21,"NonMal"
"317754","Windows","ESTABLISHED","mel-aus-01",53912,0.729884842,604253,196,381.6626322,175,1359,83,27,"NonMal"
"474578","Android","ESTABLISHED","mel-aus-01",50269,0.446175691,541955,260,681.4686094,177,1332,72,12,"NonMal"
"55763","Android","ESTABLISHED","mel-aus-01",54444,0.520471166,331377,325,257.1039921,173,1374,70,15,"NonMal"
"322286","Windows","ESTABLISHED","mel-aus-01",49573,0.719889219,519402,243,612.0700727,216,1366,69,29,"NonMal"
"242853","Windows","ESTABLISHED","mel-aus-01",62908,0.558189852,552604,241,15.55190911,222,1362,64,22,"NonMal"
"53240","Android","ESTABLISHED","mel-aus-01",50542,0.748834872,415648,301,1059.241157,90,1318,82,27,"NonMal"
"192277","Android","ESTABLISHED","mel-aus-01",60578,0.511554516,475329,282,288.547511,140,1336,43,16,"NonMal"
"403049","Windows","ESTABLISHED","syd-tls-04",60123,0.421083408,613579,239,519.7600257,146,1333,75,12,"NonMal"
"430825","Windows","ESTABLISHED","syd-tls-04",63368,0.427509873,567249,307,633.9435807,163,1404,64,16,"NonMal"
"447146","Windows","ESTABLISHED","mel-aus-01",54615,0.6842844,332637,206,424.5298857,272,1339,54,29,"NonMal"
"134093","Windows","ESTABLISHED","syd-tls-04",61778,0.519915178,587160,226,335.2247122,158,1330,56,17,"NonMal"
"442824","Windows","ESTABLISHED","mel-aus-01",62280,0.57057342,561707,228,102.5173884,227,1349,48,23,"NonMal"
"179605","Others","ESTABLISHED","syd-tls-04",58183,0.654515856,571878,196,680.7070697,197,1339,69,29,"NonMal"
"94008","Windows","ESTABLISHED","syd-tls-04",57058,0.72124269,425042,192,466.2662796,204,1372,77,27,"NonMal"
"75003","Android","ESTABLISHED","mel-aus-01",59931,0.71990285,400157,305,617.0510586,150,1387,73,24,"NonMal"
"4227","Windows","ESTABLISHED","syd-tls-04",63466,0.506887297,461683,162,89.16183593,221,1341,62,23,"NonMal"
"369161","Android","ESTABLISHED","mel-aus-01",63341,0.688705191,388821,236,537.4393778,155,1363,65,24,"NonMal"
"459194","Others","ESTABLISHED","mel-aus-01",67995,0.374960111,557435,255,480.1263714,114,1347,65,15,"NonMal"
"64417","Android","ESTABLISHED","mel-aus-01",62734,0.668868319,463428,272,791.8006854,163,1376,64,27,"NonMal"
"12680","Android","ESTABLISHED","mel-aus-01",55765,0.470110133,640794,263,493.8917029,193,1340,62,16,"NonMal"
"272602","Others","ESTABLISHED","mel-aus-01",62494,0.325439651,657688,208,857.1937622,159,1354,73,17,"NonMal"
"255934","Android","ESTABLISHED","syd-tls-04",62975,0.625985631,485821,253,547.4294702,169,1361,79,25,"NonMal"
"190207","Android","ESTABLISHED","mel-aus-01",76459,0.499098884,568007,246,707.8572395,127,1337,83,28,"NonMal"
"300112","Android","ESTABLISHED","syd-tls-04",67945,0.325622484,591271,334,683.5487421,162,1349,68,16,"NonMal"
"450832","Windows","ESTABLISHED","syd-tls-04",55564,0.446593785,487113,255,640.9425276,140,1373,56,13,"NonMal"
"438587","Android","ESTABLISHED","syd-tls-04",62206,0.67486856,629921,307,633.5236169,161,1285,55,26,"NonMal"
"142077","Windows","ESTABLISHED","mel-aus-01",63140,0.389000913,639171,221,419.8878185,210,1390,60,21,"NonMal"
"73259","Windows","ESTABLISHED","mel-aus-01",60680,0.608501264,540503,358,284.4283855,175,1324,77,19,"NonMal"
"245341","Windows","ESTABLISHED","mel-aus-01",57498,0.413992916,445687,233,461.5047198,134,1401,81,15,"NonMal"
"257574","Windows","ESTABLISHED","syd-tls-04",70519,0.584871309,749787,351,729.9531496,112,1351,65,25,"NonMal"
"313930","Others","ESTABLISHED","syd-tls-04",60455,0.719964647,580775,331,713.095428,154,1388,61,24,"NonMal"
"242418","Android","ESTABLISHED","mel-aus-01",70260,0.624183369,261029,360,536.0429604,175,1361,70,22,"NonMal"
"379739","Windows","ESTABLISHED","mel-aus-01",52557,0.428361425,514633,243,607.8499524,123,1337,50,11,"NonMal"
"453168","Others","ESTABLISHED","mel-aus-01",49953,0.744182698,604214,329,516.6452141,164,1392,58,27,"NonMal"
"438909","Windows","ESTABLISHED","mel-aus-01",53107,0.514484717,616094,329,366.860237,185,1341,81,15,"NonMal"
"446442","Windows","ESTABLISHED","mel-aus-01",55341,0.503617624,475196,204,178.8586764,128,1352,77,13,"NonMal"
"470662","Android","ESTABLISHED","mel-aus-01",47154,0.793735877,568672,249,579.4976607,168,1340,76,27,"NonMal"
